"StateCode","CountyName","MedianHousePrice"
"WI","Kenosha",180216.33
"WI","Kewaunee",179900.00
"WI","La Crosse",215850.00
"WI","Langlade",127000.00
"WI","Lincoln",127400.00
"WI","Manitowoc",92400.00
"WI","Marathon",146566.67
"WI","Marinette",104900.00
"WI","Marquette",136283.33
"WI","Milwaukee",171725.36
"WI","Monroe",143975.00
"WI","Oconto",114900.00
"WI","Oneida",239175.00
"WI","Outagamie",201907.14
"WI","Ozaukee",352216.67
"WI","Pierce",279950.00
"WI","Polk",174900.00
"WI","Portage",189700.00
"WI","Price",119900.00
"WI","Racine",243647.50
"WI","Rock",167067.43
"WI","Rusk",118450.00
"WI","Saint Croix",266600.00
"WI","Sauk",199100.00
"WI","Sawyer",266533.33
"WI","Shawano",108900.00
"WI","Sheboygan",197437.50
"WI","Taylor",148900.00
"WI","Vernon",199900.00
"WI","Vilas",267433.33
"WI","Walworth",241733.17
"WI","Washburn",211698.75
"WI","Washington",245341.67
"WI","Waukesha",332558.25
"WI","Waupaca",139600.00
"WI","Waushara",149900.00
"WI","Winnebago",226650.00
"WI","Wood",118200.00
"WV","Berkeley",193986.56
"WV","Boone",104450.00
"WV","Cabell",127466.50
"WV","Fayette",125675.00
"WV","Grant",149900.00
"WV","Greenbrier",226950.00
"WV","Hampshire",124950.00
"WV","Hancock",89700.00
"WV","Hardy",134950.00
"WV","Harrison",274900.00
"WV","Jackson",125500.00
"WV","Jefferson",253474.88
"WV","Kanawha",141033.28
"WV","Logan",127150.00
"WV","Marion",149000.00
"WV","Mercer",118616.67
"WV","Mineral",118950.00
"WV","Monongalia",228499.83
"WV","Morgan",169999.00
"WV","Nicholas",143900.00
"WV","Ohio",129450.00
"WV","Pendleton",165000.00
"WV","Pocahontas",88925.00
"WV","Preston",167350.00
"WV","Putnam",246366.67
"WV","Raleigh",174750.00
"WV","Randolph",140000.00
"WV","Tucker",230000.00
"WV","Upshur",150000.00
"WV","Wood",123215.00
"WY","Albany",276700.00
"WY","Campbell",198675.00
"WY","Carbon",168250.00
"WY","Converse",219000.00
"WY","Fremont",248816.67
"WY","Goshen",151700.00
"WY","Hot Springs",166500.00
"WY","Johnson",242000.00
"WY","Laramie",267966.67
"WY","Lincoln",254400.00
"WY","Natrona",216600.00
"WY","Park",310974.50
"WY","Platte",178900.00
"WY","Sheridan",224900.00
"WY","Sublette",239625.00
"WY","Sweetwater",231000.00
"WY","Uinta",175000.00
"WY","Washakie",169250.00
"WY","Weston",139900.00
