StateCode,State,CountyCode,County,IncomePerCapita
MI,Michigan,26117,Montcalm,34972
MI,Michigan,26119,Montmorency,37363
MI,Michigan,26121,Muskegon,39072
MI,Michigan,26123,Newaygo,38037
MI,Michigan,26125,Oakland,72741
MI,Michigan,26127,Oceana,37950
MI,Michigan,26129,Ogemaw,35396
MI,Michigan,26131,Ontonagon,40129
MI,Michigan,26133,Osceola,36023
MI,Michigan,26135,Oscoda,33896
MI,Michigan,26137,Otsego,40589
MI,Michigan,26139,Ottawa,49418
MI,Michigan,26141,Presque Isle,39004
MI,Michigan,26143,Roscommon,37141
MI,Michigan,26145,Saginaw,38754
MI,Michigan,26147,Sanilac,38004
MI,Michigan,26149,Schoolcraft,39948
MI,Michigan,26151,Shiawassee,39435
MI,Michigan,26153,St. Clair,44316
MI,Michigan,26155,St. Joseph,38866
MI,Michigan,26157,Tuscola,37979
MI,Michigan,26159,Van Buren,41123
MI,Michigan,26161,Washtenaw,59363
MI,Michigan,26163,Wayne,42942
MI,Michigan,26165,Wexford,36454
MN,Minnesota,27001,Aitkin,39780
MN,Minnesota,27003,Anoka,51258
MN,Minnesota,27005,Becker,47272
MN,Minnesota,27007,Beltrami,41565
MN,Minnesota,27009,Benton,43830
MN,Minnesota,27011,Big Stone,57221
MN,Minnesota,27013,Blue Earth,44383
MN,Minnesota,27015,Brown,52995
MN,Minnesota,27017,Carlton,43098
MN,Minnesota,27019,Carver,71350
MN,Minnesota,27021,Cass,47443
MN,Minnesota,27023,Chippewa,49836
MN,Minnesota,27025,Chisago,48750
MN,Minnesota,27027,Clay,43180
MN,Minnesota,27029,Clearwater,44001
MN,Minnesota,27031,Cook,55319
MN,Minnesota,27033,Cottonwood,47982
MN,Minnesota,27035,Crow Wing,45610
MN,Minnesota,27037,Dakota,60651
MN,Minnesota,27039,Dodge,47984
MN,Minnesota,27041,Douglas,53665
MN,Minnesota,27043,Faribault,43343
MN,Minnesota,27045,Fillmore,45378
MN,Minnesota,27047,Freeborn,45808
MN,Minnesota,27049,Goodhue,53549
MN,Minnesota,27051,Grant,52556
MN,Minnesota,27053,Hennepin,74698
MN,Minnesota,27055,Houston,52354
MN,Minnesota,27057,Hubbard,43235
MN,Minnesota,27059,Isanti,44049
MN,Minnesota,27061,Itasca,43685
MN,Minnesota,27063,Jackson,53276
MN,Minnesota,27065,Kanabec,42509
MN,Minnesota,27067,Kandiyohi,54667
MN,Minnesota,27069,Kittson,55597
MN,Minnesota,27071,Koochiching,41890
MN,Minnesota,27073,Lac qui Parle,55688
MN,Minnesota,27075,Lake,48132
MN,Minnesota,27077,Lake of the Woods,57357
MN,Minnesota,27079,Le Sueur,48799
MN,Minnesota,27081,Lincoln,48520
MN,Minnesota,27083,Lyon,49455
MN,Minnesota,27085,Mahnomen,36950
MN,Minnesota,27087,Marshall,51509
MN,Minnesota,27089,Martin,50083
MN,Minnesota,27091,McLeod,49136
MN,Minnesota,27093,Meeker,43944
MN,Minnesota,27095,Mille Lacs,41582
MN,Minnesota,27097,Morrison,42568
MN,Minnesota,27099,Mower,48423
MN,Minnesota,27101,Murray,54825
MN,Minnesota,27103,Nicollet,49605
MN,Minnesota,27105,Nobles,45100
MN,Minnesota,27107,Norman,44254
MN,Minnesota,27109,Olmsted,58554
MN,Minnesota,27111,Otter Tail,48275
MN,Minnesota,27113,Pennington,55399
MN,Minnesota,27115,Pine,37067
MN,Minnesota,27117,Pipestone,58004
MN,Minnesota,27119,Polk,48820
MN,Minnesota,27121,Pope,52091
MN,Minnesota,27123,Ramsey,54934
MN,Minnesota,27125,Red Lake,51750
MN,Minnesota,27127,Redwood,49732
MN,Minnesota,27129,Renville,51432
MN,Minnesota,27131,Rice,44096
MN,Minnesota,27133,Rock,51956
MN,Minnesota,27135,Roseau,51307
MN,Minnesota,27137,Scott,59687
MN,Minnesota,27139,Sherburne,47031
MN,Minnesota,27141,Sibley,46632
MN,Minnesota,27143,St. Louis,47417
MN,Minnesota,27145,Stearns,47196
MN,Minnesota,27147,Steele,47604
MN,Minnesota,27149,Stevens,49913
MN,Minnesota,27151,Swift,51320
MN,Minnesota,27153,Todd,42005
MN,Minnesota,27155,Traverse,61255
MN,Minnesota,27157,Wabasha,48724
MN,Minnesota,27159,Wadena,39746
MN,Minnesota,27161,Waseca,44556
MN,Minnesota,27163,Washington,67928
MN,Minnesota,27165,Watonwan,42979
MN,Minnesota,27167,Wilkin,59516
MN,Minnesota,27169,Winona,50036
MN,Minnesota,27171,Wright,50181
MN,Minnesota,27173,Yellow Medicine,57186
MS,Mississippi,28001,Adams,33880
MS,Mississippi,28003,Alcorn,36003
MS,Mississippi,28005,Amite,33460
MS,Mississippi,28007,Attala,33809
MS,Mississippi,28009,Benton,30285
MS,Mississippi,28011,Bolivar,38213
MS,Mississippi,28013,Calhoun,33043
MS,Mississippi,28015,Carroll,37615
MS,Mississippi,28017,Chickasaw,34805
MS,Mississippi,28019,Choctaw,33646
MS,Mississippi,28021,Claiborne,31494
MS,Mississippi,28023,Clarke,36431
MS,Mississippi,28025,Clay,39191
MS,Mississippi,28027,Coahoma,33915
MS,Mississippi,28029,Copiah,33203
MS,Mississippi,28031,Covington,35748
MS,Mississippi,28033,DeSoto,40702
MS,Mississippi,28035,Forrest,38880
MS,Mississippi,28037,Franklin,33970
MS,Mississippi,28039,George,32529
MS,Mississippi,28041,Greene,28716
MS,Mississippi,28043,Grenada,35632
MS,Mississippi,28045,Hancock,35262
MS,Mississippi,28047,Harrison,37303
MS,Mississippi,28049,Hinds,39311
MS,Mississippi,28051,Holmes,28371
MS,Mississippi,28053,Humphreys,31864
MS,Mississippi,28055,Issaquena,18541
MS,Mississippi,28057,Itawamba,34734
MS,Mississippi,28059,Jackson,37499
MS,Mississippi,28061,Jasper,37281
MS,Mississippi,28063,Jefferson,33098
MS,Mississippi,28065,Jefferson Davis,30097
MS,Mississippi,28067,Jones,38122
MS,Mississippi,28069,Kemper,29287
MS,Mississippi,28071,Lafayette,42110
MS,Mississippi,28073,Lamar,40529
MS,Mississippi,28075,Lauderdale,37959
MS,Mississippi,28077,Lawrence,34616
MS,Mississippi,28079,Leake,31436
MS,Mississippi,28081,Lee,41934
MS,Mississippi,28083,Leflore,36399
MS,Mississippi,28085,Lincoln,38682
MS,Mississippi,28087,Lowndes,38498
MS,Mississippi,28089,Madison,64033
MS,Mississippi,28091,Marion,34526
MS,Mississippi,28093,Marshall,32341
MS,Mississippi,28095,Monroe,34664
MS,Mississippi,28097,Montgomery,34180
MS,Mississippi,28099,Neshoba,36604
MS,Mississippi,28101,Newton,34645
MS,Mississippi,28103,Noxubee,32805
MS,Mississippi,28105,Oktibbeha,34367
MS,Mississippi,28107,Panola,32496
MS,Mississippi,28109,Pearl River,36230
MS,Mississippi,28111,Perry,31934
MS,Mississippi,28113,Pike,31048
MS,Mississippi,28115,Pontotoc,32996
MS,Mississippi,28117,Prentiss,30743
MS,Mississippi,28119,Quitman,27088
MS,Mississippi,28121,Rankin,44661
MS,Mississippi,28123,Scott,32095
MS,Mississippi,28125,Sharkey,32070
MS,Mississippi,28127,Simpson,37036
MS,Mississippi,28129,Smith,35791
MS,Mississippi,28131,Stone,31516
MS,Mississippi,28133,Sunflower,30859
MS,Mississippi,28135,Tallahatchie,27757
MS,Mississippi,28137,Tate,35182
MS,Mississippi,28139,Tippah,33919
MS,Mississippi,28141,Tishomingo,33559
MS,Mississippi,28143,Tunica,32425
MS,Mississippi,28145,Union,32242
MS,Mississippi,28147,Walthall,31757
MS,Mississippi,28149,Warren,39580
MS,Mississippi,28151,Washington,37568
MS,Mississippi,28153,Wayne,34775
MS,Mississippi,28155,Webster,38464
MS,Mississippi,28157,Wilkinson,29413
MS,Mississippi,28159,Winston,35742
MS,Mississippi,28161,Yalobusha,36729
MS,Mississippi,28163,Yazoo,27275
MO,Missouri,29001,Adair,33578
MO,Missouri,29003,Andrew,45118
MO,Missouri,29005,Atchison,42633
MO,Missouri,29007,Audrain,40111
MO,Missouri,29009,Barry,34540
MO,Missouri,29011,Barton,35884
MO,Missouri,29013,Bates,38864
MO,Missouri,29015,Benton,35973
MO,Missouri,29017,Bollinger,32454
MO,Missouri,29019,Boone,47687
MO,Missouri,29021,Buchanan,39810
MO,Missouri,29023,Butler,35302
MO,Missouri,29025,Caldwell,37301
MO,Missouri,29027,Callaway,38686
MO,Missouri,29029,Camden,38794
MO,Missouri,29031,Cape Girardeau,46314
MO,Missouri,29033,Carroll,45110
MO,Missouri,29035,Carter,32045
MO,Missouri,29037,Cass,47151
MO,Missouri,29039,Cedar,31664
MO,Missouri,29041,Chariton,42227
MO,Missouri,29043,Christian,40301
MO,Missouri,29045,Clark,34516
MO,Missouri,29047,Clay,48381
MO,Missouri,29049,Clinton,42988
MO,Missouri,29051,Cole,47790
MO,Missouri,29053,Cooper,38916
MO,Missouri,29055,Crawford,36090
MO,Missouri,29057,Dade,34181
MO,Missouri,29059,Dallas,33184
MO,Missouri,29061,Daviess,34491
MO,Missouri,29063,DeKalb,28294
MO,Missouri,29065,Dent,33231
MO,Missouri,29067,Douglas,28305
MO,Missouri,29069,Dunklin,34129
MO,Missouri,29071,Franklin,45719
MO,Missouri,29073,Gasconade,40316
MO,Missouri,29075,Gentry,41470
MO,Missouri,29077,Greene,44837
MO,Missouri,29079,Grundy,34723
MO,Missouri,29081,Harrison,38274
MO,Missouri,29083,Henry,43018
MO,Missouri,29085,Hickory,27787
MO,Missouri,29087,Holt,45259
MO,Missouri,29089,Howard,38796
MO,Missouri,29091,Howell,34055
MO,Missouri,29093,Iron,34164
MO,Missouri,29095,Jackson,47054
MO,Missouri,29097,Jasper,39973
MO,Missouri,29099,Jefferson,42780
MO,Missouri,29101,Johnson,36777
MO,Missouri,29103,Knox,32711
MO,Missouri,29105,Laclede,36558
MO,Missouri,29107,Lafayette,42119
MO,Missouri,29109,Lawrence,34301
MO,Missouri,29111,Lewis,35249
MO,Missouri,29113,Lincoln,40788
MO,Missouri,29115,Linn,40356
MO,Missouri,29117,Livingston,39805
MO,Missouri,29119,Macon,42414
MO,Missouri,29121,Madison,36865
MO,Missouri,29123,Maries,33348
MO,Missouri,29125,Marion,41068
MO,Missouri,29127,McDonald,28018
MO,Missouri,29129,Mercer,32388
MO,Missouri,29131,Miller,35547
MO,Missouri,29133,Mississippi,32216
MO,Missouri,29135,Moniteau,37533
MO,Missouri,29137,Monroe,42672
MO,Missouri,29139,Montgomery,40396
MO,Missouri,29141,Morgan,42873
MO,Missouri,29143,New Madrid,33869
MO,Missouri,29145,Newton,39334
MO,Missouri,29147,Nodaway,31013
MO,Missouri,29149,Oregon,28722
MO,Missouri,29151,Osage,45582
MO,Missouri,29153,Ozark,30043
MO,Missouri,29155,Pemiscot,32811
MO,Missouri,29157,Perry,41321
MO,Missouri,29159,Pettis,37763
MO,Missouri,29161,Phelps,39132
MO,Missouri,29163,Pike,34828
MO,Missouri,29165,Platte,58878
MO,Missouri,29167,Polk,33703
MO,Missouri,29169,Pulaski,40512
MO,Missouri,29171,Putnam,33945
MO,Missouri,29173,Ralls,40698
MO,Missouri,29175,Randolph,39903
MO,Missouri,29177,Ray,42305
MO,Missouri,29179,Reynolds,35034
MO,Missouri,29181,Ripley,30437
MO,Missouri,29183,Saline,38580
MO,Missouri,29185,Schuyler,29013
MO,Missouri,29186,Scotland,33262
MO,Missouri,29187,Scott,40221
MO,Missouri,29189,Shannon,30503
MO,Missouri,29195,Shelby,40356
MO,Missouri,29197,St. Charles,53745
MO,Missouri,29199,St. Clair,29830
MO,Missouri,29201,St. Francois,34485
MO,Missouri,29203,St. Louis,71360
MO,Missouri,29205,St. Louis City,47643
MO,Missouri,29207,Ste. Genevieve,41822
MO,Missouri,29209,Stoddard,37020
MO,Missouri,29211,Stone,38900
MO,Missouri,29213,Sullivan,37649
MO,Missouri,29215,Taney,35956
MO,Missouri,29217,Texas,28169
MO,Missouri,29219,Vernon,35930
MO,Missouri,29221,Warren,41674
MO,Missouri,29223,Washington,29606
MO,Missouri,29225,Wayne,29581
MO,Missouri,29227,Webster,32589
MO,Missouri,29229,Worth,35573
MO,Missouri,29510,Wright,32178
MT,Montana,30001,Beaverhead,44664
MT,Montana,30003,Big Horn,30533
MT,Montana,30005,Blaine,31263
MT,Montana,30007,Broadwater,39306
MT,Montana,30009,Carbon,47442
MT,Montana,30011,Carter,44358
MT,Montana,30013,Cascade,47518
MT,Montana,30015,Chouteau,37340
MT,Montana,30017,Custer,44689
MT,Montana,30019,Daniels,48086
MT,Montana,30021,Dawson,45295
MT,Montana,30023,Deer Lodge,39063
MT,Montana,30025,Fallon,49509
MT,Montana,30027,Fergus,43808
MT,Montana,30029,Flathead,47331
MT,Montana,30031,Gallatin,54734
MT,Montana,30033,Garfield,36291
MT,Montana,30035,Glacier,34458
MT,Montana,30037,Golden Valley,49137
MT,Montana,30039,Granite,43791
MT,Montana,30041,Hill,45017
MT,Montana,30043,Jefferson,47960
MT,Montana,30045,Judith Basin,50492
MT,Montana,30047,Lake,39365
MT,Montana,30049,Lewis and Clark,48562
MT,Montana,30051,Liberty,40956
MT,Montana,30053,Lincoln,35432
MT,Montana,30055,Madison,49115
MT,Montana,30057,McCone,42209
MT,Montana,30059,Meagher,46128
MT,Montana,30061,Mineral,39957
MT,Montana,30063,Missoula,49492
MT,Montana,30065,Musselshell,43133
MT,Montana,30067,Park,48114
MT,Montana,30069,Petroleum,35772
MT,Montana,30071,Phillips,39172
MT,Montana,30073,Pondera,42363
MT,Montana,30075,Powder River,32479
MT,Montana,30077,Powell,39771
MT,Montana,30079,Prairie,44739
MT,Montana,30081,Ravalli,44602
MT,Montana,30083,Richland,61217
MT,Montana,30085,Roosevelt,34794
MT,Montana,30087,Rosebud,42250
MT,Montana,30089,Sanders,34896
MT,Montana,30091,Sheridan,52541
MT,Montana,30093,Silver Bow,48939
MT,Montana,30095,Stillwater,51773
MT,Montana,30097,Sweet Grass,44455
MT,Montana,30099,Teton,44369
MT,Montana,30101,Toole,45481
MT,Montana,30103,Treasure,48415
MT,Montana,30105,Valley,46911
MT,Montana,30107,Wheatland,35934
MT,Montana,30109,Wibaux,50940
MT,Montana,30111,Yellowstone,52340
NE,Nebraska,31001,Adams,49139
NE,Nebraska,31003,Antelope,46981
NE,Nebraska,31005,Arthur,46901
NE,Nebraska,31007,Banner,58252
NE,Nebraska,31009,Blaine,45788
NE,Nebraska,31011,Boone,54024
NE,Nebraska,31013,Box Butte,47359
NE,Nebraska,31015,Boyd,55795
NE,Nebraska,31017,Brown,51496
NE,Nebraska,31019,Buffalo,54052
NE,Nebraska,31021,Burt,50268
NE,Nebraska,31023,Butler,47286
NE,Nebraska,31025,Cass,53602
NE,Nebraska,31027,Cedar,52839
NE,Nebraska,31029,Chase,49267
NE,Nebraska,31031,Cherry,45124
NE,Nebraska,31033,Cheyenne,48263
NE,Nebraska,31035,Clay,47220
NE,Nebraska,31037,Colfax,43106
NE,Nebraska,31039,Cuming,58610
NE,Nebraska,31041,Custer,44290
NE,Nebraska,31043,Dakota,41831
NE,Nebraska,31045,Dawes,37092
NE,Nebraska,31047,Dawson,43055
NE,Nebraska,31049,Deuel,44289
NE,Nebraska,31051,Dixon,44185
NE,Nebraska,31053,Dodge,47330
NE,Nebraska,31055,Douglas,63435
NE,Nebraska,31057,Dundy,53144
NE,Nebraska,31059,Fillmore,57068
NE,Nebraska,31061,Franklin,47132
NE,Nebraska,31063,Frontier,44469
NE,Nebraska,31065,Furnas,49008
NE,Nebraska,31067,Gage,49863
NE,Nebraska,31069,Garden,40892
NE,Nebraska,31071,Garfield,43905
NE,Nebraska,31073,Gosper,52671
NE,Nebraska,31075,Grant,42545
NE,Nebraska,31077,Greeley,45109
NE,Nebraska,31079,Hall,43625
NE,Nebraska,31081,Hamilton,54782
NE,Nebraska,31083,Harlan,48143
NE,Nebraska,31085,Hayes,45409
NE,Nebraska,31087,Hitchcock,37990
NE,Nebraska,31089,Holt,51404
NE,Nebraska,31091,Hooker,52667
NE,Nebraska,31093,Howard,41377
NE,Nebraska,31095,Jefferson,48757
NE,Nebraska,31097,Johnson,37179
NE,Nebraska,31099,Kearney,56309
NE,Nebraska,31101,Keith,45896
NE,Nebraska,31103,Keya Paha,58784
NE,Nebraska,31105,Kimball,44069
NE,Nebraska,31107,Knox,48268
NE,Nebraska,31109,Lancaster,49889
NE,Nebraska,31111,Lincoln,46623
NE,Nebraska,31113,Logan,37603
NE,Nebraska,31115,Loup,45361
NE,Nebraska,31117,Madison,50630
NE,Nebraska,31119,McPherson,45530
NE,Nebraska,31121,Merrick,47386
NE,Nebraska,31123,Morrill,49071
NE,Nebraska,31125,Nance,38000
NE,Nebraska,31127,Nemaha,48807
NE,Nebraska,31129,Nuckolls,50836
NE,Nebraska,31131,Otoe,53850
NE,Nebraska,31133,Pawnee,48851
NE,Nebraska,31135,Perkins,55692
NE,Nebraska,31137,Phelps,52792
NE,Nebraska,31139,Pierce,57141
NE,Nebraska,31141,Platte,49386
NE,Nebraska,31143,Polk,51004
NE,Nebraska,31145,Red Willow,46270
NE,Nebraska,31147,Richardson,48195
NE,Nebraska,31149,Rock,49241
NE,Nebraska,31151,Saline,43763
NE,Nebraska,31153,Sarpy,50333
NE,Nebraska,31155,Saunders,52193
NE,Nebraska,31157,Scotts Bluff,44171
NE,Nebraska,31159,Seward,49832
NE,Nebraska,31161,Sheridan,47076
NE,Nebraska,31163,Sherman,44953
NE,Nebraska,31165,Sioux,42404
NE,Nebraska,31167,Stanton,48167
NE,Nebraska,31169,Thayer,57523
NE,Nebraska,31171,Thomas,53979
NE,Nebraska,31173,Thurston,41468
NE,Nebraska,31175,Valley,45713
NE,Nebraska,31177,Washington,56640
NE,Nebraska,31179,Wayne,44622
NE,Nebraska,31181,Webster,48607
NE,Nebraska,31183,Wheeler,72878
NE,Nebraska,31185,York,49892
NV,Nevada,32001,Carson City,50754
NV,Nevada,32003,Churchill,43661
NV,Nevada,32005,Clark,47090
NV,Nevada,32007,Douglas,75159
NV,Nevada,32009,Elko,46808
NV,Nevada,32011,Esmeralda,40113
NV,Nevada,32013,Eureka,39903
NV,Nevada,32015,Humboldt,46927
NV,Nevada,32017,Lander,63923
NV,Nevada,32019,Lincoln,36604
NV,Nevada,32021,Lyon,38713
NV,Nevada,32023,Mineral,38074
NV,Nevada,32027,Nye,37835
NV,Nevada,32029,Pershing,32592
NV,Nevada,32031,Storey,59651
NV,Nevada,32033,Washoe,59639
NV,Nevada,32510,White Pine,44736
NH,New Hampshire,33001,Belknap,61091
NH,New Hampshire,33003,Carroll,58949
NH,New Hampshire,33005,Cheshire,51969
NH,New Hampshire,33007,Coos,43098
NH,New Hampshire,33009,Grafton,60426
NH,New Hampshire,33011,Hillsborough,61147
NH,New Hampshire,33013,Merrimack,57924
NH,New Hampshire,33015,Rockingham,73819
NH,New Hampshire,33017,Strafford,50574
NH,New Hampshire,33019,Sullivan,51682
NJ,New Jersey,34001,Atlantic,48668
NJ,New Jersey,34003,Bergen,85951
NJ,New Jersey,34005,Burlington,62120
NJ,New Jersey,34007,Camden,54103
NJ,New Jersey,34009,Cape May,60877
NJ,New Jersey,34011,Cumberland,40289
NJ,New Jersey,34013,Essex,67459
NJ,New Jersey,34015,Gloucester,54745
NJ,New Jersey,34017,Hudson,65139
NJ,New Jersey,34019,Hunterdon,89610
NJ,New Jersey,34021,Mercer,69344
NJ,New Jersey,34023,Middlesex,61065
NJ,New Jersey,34025,Monmouth,79978
NJ,New Jersey,34027,Morris,98842
NJ,New Jersey,34029,Ocean,52008
NJ,New Jersey,34031,Passaic,50570
NJ,New Jersey,34033,Salem,48496
NJ,New Jersey,34035,Somerset,106194
NJ,New Jersey,34037,Sussex,61757
NJ,New Jersey,34039,Union,68262
NJ,New Jersey,34041,Warren,56058
NM,New Mexico,35001,Bernalillo,44057
NM,New Mexico,35003,Catron,32010
NM,New Mexico,35005,Chaves,40322
NM,New Mexico,35006,Cibola,28130
NM,New Mexico,35007,Colfax,39826
NM,New Mexico,35009,Curry,44161
NM,New Mexico,35011,De Baca,39634
NM,New Mexico,35013,Do�a Ana,36570
NM,New Mexico,35015,Eddy,54122
NM,New Mexico,35017,Grant,41026
NM,New Mexico,35019,Guadalupe,32994
NM,New Mexico,35021,Harding,38716
NM,New Mexico,35023,Hidalgo,41555
NM,New Mexico,35025,Lea,44437
NM,New Mexico,35027,Lincoln,41793
NM,New Mexico,35028,Los Alamos,70600
NM,New Mexico,35029,Luna,31140
NM,New Mexico,35031,McKinley,27771
NM,New Mexico,35033,Mora,35534
NM,New Mexico,35035,Otero,34636
NM,New Mexico,35037,Quay,38223
NM,New Mexico,35039,Rio Arriba,34582
NM,New Mexico,35041,Roosevelt,39446
NM,New Mexico,35043,San Juan,35453
NM,New Mexico,35045,San Miguel,34579
NM,New Mexico,35047,Sandoval,41547
NM,New Mexico,35049,Santa Fe,58510
NM,New Mexico,35051,Sierra,38984
NM,New Mexico,35053,Socorro,34699
NM,New Mexico,35055,Taos,38455
NM,New Mexico,35057,Torrance,30245
NM,New Mexico,35059,Union,32620
NM,New Mexico,35061,Valencia,33424
NY,New York,36001,Albany,61201
NY,New York,36003,Allegany,34880
NY,New York,36005,Bronx,37376
NY,New York,36007,Broome,44540
NY,New York,36009,Cattaraugus,39995
NY,New York,36011,Cayuga,42231
NY,New York,36013,Chautauqua,40759
NY,New York,36015,Chemung,44373
NY,New York,36017,Chenango,41840
NY,New York,36019,Clinton,44081
NY,New York,36021,Columbia,55810
NY,New York,36023,Cortland,40691
NY,New York,36025,Delaware,39632
NY,New York,36027,Dutchess,56365
NY,New York,36029,Erie,51539
NY,New York,36031,Essex,45996
NY,New York,36033,Franklin,37644
NY,New York,36035,Fulton,43112
NY,New York,36037,Genesee,43582
NY,New York,36039,Greene,47008
NY,New York,36041,Hamilton,54086
NY,New York,36043,Herkimer,41581
NY,New York,36045,Jefferson,46924
NY,New York,36047,Kings,52192
NY,New York,36049,Lewis,43971
NY,New York,36051,Livingston,45908
NY,New York,36053,Madison,44502
NY,New York,36055,Monroe,52951
NY,New York,36057,Montgomery,41628
NY,New York,36059,Nassau,89839
NY,New York,36061,New York,193940
NY,New York,36063,Niagara,45501
NY,New York,36065,Oneida,44697
NY,New York,36067,Onondaga,52886
NY,New York,36069,Ontario,53498
NY,New York,36071,Orange,51848
NY,New York,36073,Orleans,38963
NY,New York,36075,Oswego,40538
NY,New York,36077,Otsego,43522
NY,New York,36079,Putnam,65833
NY,New York,36081,Queens,49777
NY,New York,36083,Rensselaer,49156
NY,New York,36085,Richmond,56749
NY,New York,36087,Rockland,60464
NY,New York,36089,Saratoga,67618
NY,New York,36091,Schenectady,50533
NY,New York,36093,Schoharie,40791
NY,New York,36095,Schuyler,42063
NY,New York,36097,Seneca,38593
NY,New York,36099,St. Lawrence,37940
NY,New York,36101,Steuben,45194
NY,New York,36103,Suffolk,68617
NY,New York,36105,Sullivan,46303
NY,New York,36107,Tioga,45910
NY,New York,36109,Tompkins,45282
NY,New York,36111,Ulster,50462
NY,New York,36113,Warren,52475
NY,New York,36115,Washington,40043
NY,New York,36117,Wayne,46048
NY,New York,36119,Westchester,108976
NY,New York,36121,Wyoming,39801
NY,New York,36123,Yates,39402
NC,North Carolina,37001,Alamance,39342
NC,North Carolina,37003,Alexander,37438
NC,North Carolina,37005,Alleghany,37549
NC,North Carolina,37007,Anson,34616
NC,North Carolina,37009,Ashe,36300
NC,North Carolina,37011,Avery,36574
NC,North Carolina,37013,Beaufort,41643
NC,North Carolina,37015,Bertie,34766
NC,North Carolina,37017,Bladen,34306
NC,North Carolina,37019,Brunswick,42749
NC,North Carolina,37021,Buncombe,48592
NC,North Carolina,37023,Burke,35265
NC,North Carolina,37025,Cabarrus,45220
NC,North Carolina,37027,Caldwell,35374
NC,North Carolina,37029,Camden,45335
NC,North Carolina,37031,Carteret,49360
NC,North Carolina,37033,Caswell,35591
NC,North Carolina,37035,Catawba,45342
NC,North Carolina,37037,Chatham,63041
NC,North Carolina,37039,Cherokee,32266
NC,North Carolina,37041,Chowan,40817
NC,North Carolina,37043,Clay,34057
NC,North Carolina,37045,Cleveland,37661
NC,North Carolina,37047,Columbus,32397
NC,North Carolina,37049,Craven,43665
NC,North Carolina,37051,Cumberland,38780
NC,North Carolina,37053,Currituck,45435
NC,North Carolina,37055,Dare,56314
NC,North Carolina,37057,Davidson,39087
NC,North Carolina,37059,Davie,47630
NC,North Carolina,37061,Duplin,33619
NC,North Carolina,37063,Durham,50698
NC,North Carolina,37065,Edgecombe,34946
NC,North Carolina,37067,Forsyth,48804
NC,North Carolina,37069,Franklin,36238
NC,North Carolina,37071,Gaston,41379
NC,North Carolina,37073,Gates,36060
NC,North Carolina,37075,Graham,33075
NC,North Carolina,37077,Granville,38652
NC,North Carolina,37079,Greene,32569
NC,North Carolina,37081,Guilford,45875
NC,North Carolina,37083,Halifax,36013
NC,North Carolina,37085,Harnett,34604
NC,North Carolina,37087,Haywood,40290
NC,North Carolina,37089,Henderson,43276
NC,North Carolina,37091,Hertford,32702
NC,North Carolina,37093,Hoke,31148
NC,North Carolina,37095,Hyde,43490
NC,North Carolina,37097,Iredell,50065
NC,North Carolina,37099,Jackson,32844
NC,North Carolina,37101,Johnston,39922
NC,North Carolina,37103,Jones,38536
NC,North Carolina,37105,Lee,40098
NC,North Carolina,37107,Lenoir,40922
NC,North Carolina,37109,Lincoln,45791
NC,North Carolina,37111,Macon,40057
NC,North Carolina,37113,Madison,34036
NC,North Carolina,37115,Martin,34647
NC,North Carolina,37117,McDowell,34077
NC,North Carolina,37119,Mecklenburg,61137
NC,North Carolina,37121,Mitchell,35932
NC,North Carolina,37123,Montgomery,35611
NC,North Carolina,37125,Moore,51307
NC,North Carolina,37127,Nash,42016
NC,North Carolina,37129,New Hanover,45290
NC,North Carolina,37131,Northampton,34185
NC,North Carolina,37133,Onslow,46142
NC,North Carolina,37135,Orange,67385
NC,North Carolina,37137,Pamlico,43532
NC,North Carolina,37139,Pasquotank,39417
NC,North Carolina,37141,Pender,35914
NC,North Carolina,37143,Perquimans,40781
NC,North Carolina,37145,Person,38202
NC,North Carolina,37147,Pitt,41191
NC,North Carolina,37149,Polk,45291
NC,North Carolina,37151,Randolph,37017
NC,North Carolina,37153,Richmond,35148
NC,North Carolina,37155,Robeson,29438
NC,North Carolina,37157,Rockingham,37137
NC,North Carolina,37159,Rowan,38089
NC,North Carolina,37161,Rutherford,32764
NC,North Carolina,37163,Sampson,35900
NC,North Carolina,37165,Scotland,33229
NC,North Carolina,37167,Stanly,39047
NC,North Carolina,37169,Stokes,36850
NC,North Carolina,37171,Surry,38522
NC,North Carolina,37173,Swain,38429
NC,North Carolina,37175,Transylvania,42070
NC,North Carolina,37177,Tyrrell,30000
NC,North Carolina,37179,Union,51326
NC,North Carolina,37181,Vance,35105
NC,North Carolina,37183,Wake,59014
NC,North Carolina,37185,Warren,30397
NC,North Carolina,37187,Washington,36073
NC,North Carolina,37189,Watauga,36684
NC,North Carolina,37191,Wayne,38472
NC,North Carolina,37193,Wilkes,36576
NC,North Carolina,37195,Wilson,40501
NC,North Carolina,37197,Yadkin,37027
NC,North Carolina,37199,Yancey,36715
ND,North Dakota,38001,Adams,59197
ND,North Dakota,38003,Barnes,55784
ND,North Dakota,38005,Benson,34482
ND,North Dakota,38007,Billings,74682
ND,North Dakota,38009,Bottineau,58823
ND,North Dakota,38011,Bowman,60829
ND,North Dakota,38013,Burke,63721
ND,North Dakota,38015,Burleigh,58173
ND,North Dakota,38017,Cass,56070
ND,North Dakota,38019,Cavalier,68040
ND,North Dakota,38021,Dickey,52437
ND,North Dakota,38023,Divide,48574
ND,North Dakota,38025,Dunn,60338
ND,North Dakota,38027,Eddy,54013
