StateCode,State,CountyCode,County,IncomePerCapita
ND,North Dakota,38029,Emmons,49489
ND,North Dakota,38031,Foster,62928
ND,North Dakota,38033,Golden Valley,43871
ND,North Dakota,38035,Grand Forks,51494
ND,North Dakota,38037,Grant,38371
ND,North Dakota,38039,Griggs,55349
ND,North Dakota,38041,Hettinger,51130
ND,North Dakota,38043,Kidder,50285
ND,North Dakota,38045,LaMoure,56134
ND,North Dakota,38047,Logan,60543
ND,North Dakota,38049,McHenry,52233
ND,North Dakota,38051,McIntosh,59596
ND,North Dakota,38053,McKenzie,62549
ND,North Dakota,38055,McLean,54518
ND,North Dakota,38057,Mercer,57839
ND,North Dakota,38059,Morton,52153
ND,North Dakota,38061,Mountrail,58955
ND,North Dakota,38063,Nelson,60817
ND,North Dakota,38065,Oliver,48290
ND,North Dakota,38067,Pembina,50088
ND,North Dakota,38069,Pierce,52070
ND,North Dakota,38071,Ramsey,47425
ND,North Dakota,38073,Ransom,55912
ND,North Dakota,38075,Renville,60976
ND,North Dakota,38077,Richland,53007
ND,North Dakota,38079,Rolette,36647
ND,North Dakota,38081,Sargent,65448
ND,North Dakota,38083,Sheridan,35497
ND,North Dakota,38085,Sioux,27662
ND,North Dakota,38087,Slope,49476
ND,North Dakota,38089,Stark,61032
ND,North Dakota,38091,Steele,63327
ND,North Dakota,38093,Stutsman,54491
ND,North Dakota,38095,Towner,53786
ND,North Dakota,38097,Traill,51103
ND,North Dakota,38099,Walsh,48945
ND,North Dakota,38101,Ward,55214
ND,North Dakota,38103,Wells,55328
ND,North Dakota,38105,Williams,68874
OH,Ohio,39001,Adams,34632
OH,Ohio,39003,Allen,42816
OH,Ohio,39005,Ashland,38441
OH,Ohio,39007,Ashtabula,38461
OH,Ohio,39009,Athens,33274
OH,Ohio,39011,Auglaize,49578
OH,Ohio,39013,Belmont,42429
OH,Ohio,39015,Brown,37259
OH,Ohio,39017,Butler,47408
OH,Ohio,39019,Carroll,39698
OH,Ohio,39021,Champaign,41055
OH,Ohio,39023,Clark,40769
OH,Ohio,39025,Clermont,53770
OH,Ohio,39027,Clinton,45728
OH,Ohio,39029,Columbiana,38013
OH,Ohio,39031,Coshocton,34856
OH,Ohio,39033,Crawford,38704
OH,Ohio,39035,Cuyahoga,54739
OH,Ohio,39037,Darke,42793
OH,Ohio,39039,Defiance,41540
OH,Ohio,39041,Delaware,74093
OH,Ohio,39043,Erie,62591
OH,Ohio,39045,Fairfield,46113
OH,Ohio,39047,Fayette,38449
OH,Ohio,39049,Franklin,50443
OH,Ohio,39051,Fulton,45594
OH,Ohio,39053,Gallia,39864
OH,Ohio,39055,Geauga,69129
OH,Ohio,39057,Greene,50291
OH,Ohio,39059,Guernsey,39878
OH,Ohio,39061,Hamilton,59561
OH,Ohio,39063,Hancock,51623
OH,Ohio,39065,Hardin,33482
OH,Ohio,39067,Harrison,38573
OH,Ohio,39069,Henry,45884
OH,Ohio,39071,Highland,36326
OH,Ohio,39073,Hocking,38047
OH,Ohio,39075,Holmes,45211
OH,Ohio,39077,Huron,40323
OH,Ohio,39079,Jackson,35783
OH,Ohio,39081,Jefferson,39311
OH,Ohio,39083,Knox,42162
OH,Ohio,39085,Lake,50729
OH,Ohio,39087,Lawrence,38673
OH,Ohio,39089,Licking,46059
OH,Ohio,39091,Logan,42914
OH,Ohio,39093,Lorain,46147
OH,Ohio,39095,Lucas,46290
OH,Ohio,39097,Madison,41751
OH,Ohio,39099,Mahoning,43097
OH,Ohio,39101,Marion,38252
OH,Ohio,39103,Medina,55691
OH,Ohio,39105,Meigs,34067
OH,Ohio,39107,Mercer,51562
OH,Ohio,39109,Miami,47552
OH,Ohio,39111,Monroe,34665
OH,Ohio,39113,Montgomery,46891
OH,Ohio,39115,Morgan,33180
OH,Ohio,39117,Morrow,38666
OH,Ohio,39119,Muskingum,40614
OH,Ohio,39121,Noble,27211
OH,Ohio,39123,Ottawa,51637
OH,Ohio,39125,Paulding,41032
OH,Ohio,39127,Perry,37187
OH,Ohio,39129,Pickaway,41131
OH,Ohio,39131,Pike,37443
OH,Ohio,39133,Portage,44055
OH,Ohio,39135,Preble,40607
OH,Ohio,39137,Putnam,50059
OH,Ohio,39139,Richland,39234
OH,Ohio,39141,Ross,36941
OH,Ohio,39143,Sandusky,41624
OH,Ohio,39145,Scioto,39080
OH,Ohio,39147,Seneca,39681
OH,Ohio,39149,Shelby,46188
OH,Ohio,39151,Stark,45136
OH,Ohio,39153,Summit,51036
OH,Ohio,39155,Trumbull,41363
OH,Ohio,39157,Tuscarawas,43358
OH,Ohio,39159,Union,55470
OH,Ohio,39161,Van Wert,42638
OH,Ohio,39163,Vinton,33120
OH,Ohio,39165,Warren,59799
OH,Ohio,39167,Washington,43396
OH,Ohio,39169,Wayne,44039
OH,Ohio,39171,Williams,41712
OH,Ohio,39173,Wood,47694
OH,Ohio,39175,Wyandot,45588
OK,Oklahoma,40001,Adair,28862
OK,Oklahoma,40003,Alfalfa,40624
OK,Oklahoma,40005,Atoka,32379
OK,Oklahoma,40007,Beaver,49106
OK,Oklahoma,40009,Beckham,37948
OK,Oklahoma,40011,Blaine,41493
OK,Oklahoma,40013,Bryan,34575
OK,Oklahoma,40015,Caddo,35239
OK,Oklahoma,40017,Canadian,44878
OK,Oklahoma,40019,Carter,43079
OK,Oklahoma,40021,Cherokee,32290
OK,Oklahoma,40023,Choctaw,31885
OK,Oklahoma,40025,Cimarron,60706
OK,Oklahoma,40027,Cleveland,45094
OK,Oklahoma,40029,Coal,33783
OK,Oklahoma,40031,Comanche,41497
OK,Oklahoma,40033,Cotton,41766
OK,Oklahoma,40035,Craig,35718
OK,Oklahoma,40037,Creek,40791
OK,Oklahoma,40039,Custer,41652
OK,Oklahoma,40041,Delaware,31188
OK,Oklahoma,40043,Dewey,44529
OK,Oklahoma,40045,Ellis,51570
OK,Oklahoma,40047,Garfield,44465
OK,Oklahoma,40049,Garvin,38135
OK,Oklahoma,40051,Grady,39675
OK,Oklahoma,40053,Grant,45182
OK,Oklahoma,40055,Greer,26344
OK,Oklahoma,40057,Harmon,35642
OK,Oklahoma,40059,Harper,46436
OK,Oklahoma,40061,Haskell,32365
OK,Oklahoma,40063,Hughes,31833
OK,Oklahoma,40065,Jackson,38527
OK,Oklahoma,40067,Jefferson,32083
OK,Oklahoma,40069,Johnston,36611
OK,Oklahoma,40071,Kay,40881
OK,Oklahoma,40073,Kingfisher,49257
OK,Oklahoma,40075,Kiowa,32546
OK,Oklahoma,40077,Latimer,32707
OK,Oklahoma,40079,Le Flore,32677
OK,Oklahoma,40081,Lincoln,35653
OK,Oklahoma,40083,Logan,43169
OK,Oklahoma,40085,Love,37547
OK,Oklahoma,40087,Major,43762
OK,Oklahoma,40089,Marshall,32681
OK,Oklahoma,40091,Mayes,35197
OK,Oklahoma,40093,McClain,45143
OK,Oklahoma,40095,McCurtain,31648
OK,Oklahoma,40097,McIntosh,33267
OK,Oklahoma,40099,Murray,42289
OK,Oklahoma,40101,Muskogee,36759
OK,Oklahoma,40103,Noble,41401
OK,Oklahoma,40105,Nowata,36165
OK,Oklahoma,40107,Okfuskee,30092
OK,Oklahoma,40109,Oklahoma,52168
OK,Oklahoma,40111,Okmulgee,33971
OK,Oklahoma,40113,Osage,34971
OK,Oklahoma,40115,Ottawa,35746
OK,Oklahoma,40117,Pawnee,35836
OK,Oklahoma,40119,Payne,37159
OK,Oklahoma,40121,Pittsburg,38551
OK,Oklahoma,40123,Pontotoc,43148
OK,Oklahoma,40125,Pottawatomie,37456
OK,Oklahoma,40127,Pushmataha,31395
OK,Oklahoma,40129,Roger Mills,48554
OK,Oklahoma,40131,Rogers,45815
OK,Oklahoma,40133,Seminole,34054
OK,Oklahoma,40135,Sequoyah,33420
OK,Oklahoma,40137,Stephens,41413
OK,Oklahoma,40139,Texas,46597
OK,Oklahoma,40141,Tillman,39961
OK,Oklahoma,40143,Tulsa,62756
OK,Oklahoma,40145,Wagoner,39550
OK,Oklahoma,40147,Washington,64481
OK,Oklahoma,40149,Washita,36490
OK,Oklahoma,40151,Woods,42890
OK,Oklahoma,40153,Woodward,43906
OR,Oregon,41001,Baker,40699
OR,Oregon,41003,Benton,47019
OR,Oregon,41005,Clackamas,58608
OR,Oregon,41007,Clatsop,45069
OR,Oregon,41009,Columbia,44312
OR,Oregon,41011,Coos,43620
OR,Oregon,41013,Crook,40945
OR,Oregon,41015,Curry,42657
OR,Oregon,41017,Deschutes,55143
OR,Oregon,41019,Douglas,40408
OR,Oregon,41021,Gilliam,48448
OR,Oregon,41023,Grant,41939
OR,Oregon,41025,Harney,39122
OR,Oregon,41027,Hood River,56624
OR,Oregon,41029,Jackson,46603
OR,Oregon,41031,Jefferson,32962
OR,Oregon,41033,Josephine,40977
OR,Oregon,41035,Klamath,39891
OR,Oregon,41037,Lake,39797
OR,Oregon,41039,Lane,45919
OR,Oregon,41041,Lincoln,44119
OR,Oregon,41043,Linn,42891
OR,Oregon,41045,Malheur,30992
OR,Oregon,41047,Marion,43042
OR,Oregon,41049,Morrow,39095
OR,Oregon,41051,Multnomah,57850
OR,Oregon,41053,Polk,41379
OR,Oregon,41055,Sherman,52296
OR,Oregon,41057,Tillamook,44492
OR,Oregon,41059,Umatilla,39684
OR,Oregon,41061,Union,40547
OR,Oregon,41063,Wallowa,45099
OR,Oregon,41065,Wasco,43658
OR,Oregon,41067,Washington,60971
OR,Oregon,41069,Wheeler,37142
OR,Oregon,41071,Yamhill,45478
PA,Pennsylvania,42001,Adams,49173
PA,Pennsylvania,42003,Allegheny,62958
PA,Pennsylvania,42005,Armstrong,45510
PA,Pennsylvania,42007,Beaver,48763
PA,Pennsylvania,42009,Bedford,42889
PA,Pennsylvania,42011,Berks,49945
PA,Pennsylvania,42013,Blair,46743
PA,Pennsylvania,42015,Bradford,41331
PA,Pennsylvania,42017,Bucks,73447
PA,Pennsylvania,42019,Butler,58927
PA,Pennsylvania,42021,Cambria,43420
PA,Pennsylvania,42023,Cameron,48651
PA,Pennsylvania,42025,Carbon,50322
PA,Pennsylvania,42027,Centre,46193
PA,Pennsylvania,42029,Chester,82846
PA,Pennsylvania,42031,Clarion,41732
PA,Pennsylvania,42033,Clearfield,44421
PA,Pennsylvania,42035,Clinton,39716
PA,Pennsylvania,42037,Columbia,42211
PA,Pennsylvania,42039,Crawford,40969
PA,Pennsylvania,42041,Cumberland,55141
PA,Pennsylvania,42043,Dauphin,51100
PA,Pennsylvania,42045,Delaware,66617
PA,Pennsylvania,42047,Elk,48886
PA,Pennsylvania,42049,Erie,44903
PA,Pennsylvania,42051,Fayette,42649
PA,Pennsylvania,42053,Forest,22787
PA,Pennsylvania,42055,Franklin,46403
PA,Pennsylvania,42057,Fulton,45522
PA,Pennsylvania,42059,Greene,44751
PA,Pennsylvania,42061,Huntingdon,38558
PA,Pennsylvania,42063,Indiana,39923
PA,Pennsylvania,42065,Jefferson,44136
PA,Pennsylvania,42067,Juniata,45277
PA,Pennsylvania,42069,Lackawanna,47730
PA,Pennsylvania,42071,Lancaster,52664
PA,Pennsylvania,42073,Lawrence,43929
PA,Pennsylvania,42075,Lebanon,48352
PA,Pennsylvania,42077,Lehigh,53614
PA,Pennsylvania,42079,Luzerne,45219
PA,Pennsylvania,42081,Lycoming,43823
PA,Pennsylvania,42083,McKean,45261
PA,Pennsylvania,42085,Mercer,43024
PA,Pennsylvania,42087,Mifflin,39738
PA,Pennsylvania,42089,Monroe,42722
PA,Pennsylvania,42091,Montgomery,80606
PA,Pennsylvania,42093,Montour,57426
PA,Pennsylvania,42095,Northampton,54859
PA,Pennsylvania,42097,Northumberland,41712
PA,Pennsylvania,42099,Perry,44693
PA,Pennsylvania,42101,Philadelphia,55747
PA,Pennsylvania,42103,Pike,47864
PA,Pennsylvania,42105,Potter,42819
PA,Pennsylvania,42107,Schuylkill,42862
PA,Pennsylvania,42109,Snyder,42449
PA,Pennsylvania,42111,Somerset,42179
PA,Pennsylvania,42113,Sullivan,46097
PA,Pennsylvania,42115,Susquehanna,45336
PA,Pennsylvania,42117,Tioga,41039
PA,Pennsylvania,42119,Union,41246
PA,Pennsylvania,42121,Venango,42223
PA,Pennsylvania,42123,Warren,42875
PA,Pennsylvania,42125,Washington,59568
PA,Pennsylvania,42127,Wayne,43996
PA,Pennsylvania,42129,Westmoreland,52200
PA,Pennsylvania,42131,Wyoming,45285
PA,Pennsylvania,42133,York,50113
RI,Rhode Island,44001,Bristol,78805
RI,Rhode Island,44003,Kent,59665
RI,Rhode Island,44005,Newport,68679
RI,Rhode Island,44007,Providence,48137
RI,Rhode Island,44009,Washington,64158
SC,South Carolina,45001,Abbeville,34108
SC,South Carolina,45003,Aiken,42511
SC,South Carolina,45005,Allendale,33237
SC,South Carolina,45007,Anderson,39710
SC,South Carolina,45009,Bamberg,32858
SC,South Carolina,45011,Barnwell,33363
SC,South Carolina,45013,Beaufort,56711
SC,South Carolina,45015,Berkeley,40415
SC,South Carolina,45017,Calhoun,38451
SC,South Carolina,45019,Charleston,61477
SC,South Carolina,45021,Cherokee,33197
SC,South Carolina,45023,Chester,34014
SC,South Carolina,45025,Chesterfield,31012
SC,South Carolina,45027,Clarendon,33197
SC,South Carolina,45029,Colleton,35697
SC,South Carolina,45031,Darlington,37475
SC,South Carolina,45033,Dillon,27718
SC,South Carolina,45035,Dorchester,38892
SC,South Carolina,45037,Edgefield,36436
SC,South Carolina,45039,Fairfield,36758
SC,South Carolina,45041,Florence,41833
SC,South Carolina,45043,Georgetown,47071
SC,South Carolina,45045,Greenville,48644
SC,South Carolina,45047,Greenwood,37424
SC,South Carolina,45049,Hampton,32473
SC,South Carolina,45051,Horry,37091
SC,South Carolina,45053,Jasper,29242
SC,South Carolina,45055,Kershaw,41227
SC,South Carolina,45057,Lancaster,49127
SC,South Carolina,45059,Laurens,34622
SC,South Carolina,45061,Lee,32708
SC,South Carolina,45063,Lexington,46513
SC,South Carolina,45065,Marion,31492
SC,South Carolina,45067,Marlboro,31562
SC,South Carolina,45069,McCormick,38513
SC,South Carolina,45071,Newberry,37793
SC,South Carolina,45073,Oconee,43312
SC,South Carolina,45075,Orangeburg,33818
SC,South Carolina,45077,Pickens,38344
SC,South Carolina,45079,Richland,45529
SC,South Carolina,45081,Saluda,34455
SC,South Carolina,45083,Spartanburg,43148
SC,South Carolina,45085,Sumter,38603
SC,South Carolina,45087,Union,32745
SC,South Carolina,45089,Williamsburg,32726
SC,South Carolina,45091,York,46667
SD,South Dakota,46003,Aurora,45253
SD,South Dakota,46005,Beadle,49246
SD,South Dakota,46007,Bennett,29462
SD,South Dakota,46009,Bon Homme,38851
SD,South Dakota,46011,Brookings,46302
SD,South Dakota,46013,Brown,52652
SD,South Dakota,46015,Brule,46570
SD,South Dakota,46017,Buffalo,23341
SD,South Dakota,46019,Butte,38639
SD,South Dakota,46021,Campbell,50232
SD,South Dakota,46023,Charles Mix,44877
SD,South Dakota,46025,Clark,48261
SD,South Dakota,46027,Clay,39485
SD,South Dakota,46029,Codington,49518
SD,South Dakota,46031,Corson,29927
SD,South Dakota,46033,Custer,48334
SD,South Dakota,46035,Davison,50794
SD,South Dakota,46037,Day,47352
SD,South Dakota,46039,Deuel,51766
SD,South Dakota,46041,Dewey,35720
SD,South Dakota,46043,Douglas,57808
SD,South Dakota,46045,Edmunds,52029
SD,South Dakota,46047,Fall River,46885
SD,South Dakota,46049,Faulk,42762
SD,South Dakota,46051,Grant,57069
SD,South Dakota,46053,Gregory,48209
SD,South Dakota,46055,Haakon,49880
SD,South Dakota,46057,Hamlin,44209
SD,South Dakota,46059,Hand,55673
SD,South Dakota,46061,Hanson,66614
SD,South Dakota,46063,Harding,51036
SD,South Dakota,46065,Hughes,52986
SD,South Dakota,46067,Hutchinson,53179
SD,South Dakota,46069,Hyde,52133
SD,South Dakota,46071,Jackson,26835
SD,South Dakota,46073,Jerauld,54425
SD,South Dakota,46075,Jones,60001
SD,South Dakota,46077,Kingsbury,50975
SD,South Dakota,46079,Lake,52401
SD,South Dakota,46081,Lawrence,50232
SD,South Dakota,46083,Lincoln,67364
SD,South Dakota,46085,Lyman,47431
SD,South Dakota,46087,Marshall,48721
SD,South Dakota,46089,McCook,52453
SD,South Dakota,46091,McPherson,38625
SD,South Dakota,46093,Meade,43015
SD,South Dakota,46095,Mellette,28152
SD,South Dakota,46097,Miner,52938
SD,South Dakota,46099,Minnehaha,57223
SD,South Dakota,46101,Moody,49690
SD,South Dakota,46102,Oglala Lakota,25047
SD,South Dakota,46103,Pennington,51369
SD,South Dakota,46105,Perkins,42195
SD,South Dakota,46107,Potter,70768
SD,South Dakota,46109,Roberts,36929
SD,South Dakota,46111,Sanborn,48731
SD,South Dakota,46115,Spink,52479
SD,South Dakota,46117,Stanley,73776
SD,South Dakota,46119,Sully,76036
SD,South Dakota,46121,Todd,25157
SD,South Dakota,46123,Tripp,49835
SD,South Dakota,46125,Turner,62019
SD,South Dakota,46127,Union,107497
SD,South Dakota,46129,Walworth,45924
SD,South Dakota,46135,Yankton,50275
SD,South Dakota,46137,Ziebach,20571
TN,Tennessee,47001,Anderson,41853
TN,Tennessee,47003,Bedford,37266
TN,Tennessee,47005,Benton,33661
TN,Tennessee,47007,Bledsoe,26281
TN,Tennessee,47009,Blount,42991
TN,Tennessee,47011,Bradley,39099
TN,Tennessee,47013,Campbell,33967
TN,Tennessee,47015,Cannon,36113
TN,Tennessee,47017,Carroll,35900
TN,Tennessee,47019,Carter,34579
TN,Tennessee,47021,Cheatham,43932
TN,Tennessee,47023,Chester,33642
TN,Tennessee,47025,Claiborne,35384
TN,Tennessee,47027,Clay,31013
TN,Tennessee,47029,Cocke,31942
TN,Tennessee,47031,Coffee,38656
TN,Tennessee,47033,Crockett,36560
TN,Tennessee,47035,Cumberland,36613
TN,Tennessee,47037,Davidson,66060
TN,Tennessee,47039,Decatur,42639
TN,Tennessee,47041,DeKalb,40132
TN,Tennessee,47043,Dickson,40556
TN,Tennessee,47045,Dyer,40642
TN,Tennessee,47047,Fayette,55364
TN,Tennessee,47049,Fentress,32232
TN,Tennessee,47051,Franklin,38880
TN,Tennessee,47053,Gibson,38654
TN,Tennessee,47055,Giles,38766
TN,Tennessee,47057,Grainger,33490
TN,Tennessee,47059,Greene,39971
TN,Tennessee,47061,Grundy,31011
TN,Tennessee,47063,Hamblen,36636
TN,Tennessee,47065,Hamilton,51743
TN,Tennessee,47067,Hancock,27042
TN,Tennessee,47069,Hardeman,29430
TN,Tennessee,47071,Hardin,39387
TN,Tennessee,47073,Hawkins,34188
TN,Tennessee,47075,Haywood,32023
TN,Tennessee,47077,Henderson,35748
TN,Tennessee,47079,Henry,41989
TN,Tennessee,47081,Hickman,32780
TN,Tennessee,47083,Houston,32822
TN,Tennessee,47085,Humphreys,38665
TN,Tennessee,47087,Jackson,31189
TN,Tennessee,47089,Jefferson,35866
TN,Tennessee,47091,Johnson,32249
TN,Tennessee,47093,Knox,49738
TN,Tennessee,47095,Lake,23230
TN,Tennessee,47097,Lauderdale,29187
TN,Tennessee,47099,Lawrence,35252
TN,Tennessee,47101,Lewis,34432
TN,Tennessee,47103,Lincoln,41388
TN,Tennessee,47105,Loudon,48491
TN,Tennessee,47107,Macon,33297
TN,Tennessee,47109,Madison,42720
TN,Tennessee,47111,Marion,38450
TN,Tennessee,47113,Marshall,37550
TN,Tennessee,47115,Maury,42696
TN,Tennessee,47117,McMinn,35897
TN,Tennessee,47119,McNairy,32573
TN,Tennessee,47121,Meigs,33526
TN,Tennessee,47123,Monroe,33338
TN,Tennessee,47125,Montgomery,41031
TN,Tennessee,47127,Moore,41276
TN,Tennessee,47129,Morgan,29380
TN,Tennessee,47131,Obion,40666
TN,Tennessee,47133,Overton,33701
TN,Tennessee,47135,Perry,34268
TN,Tennessee,47137,Pickett,39686
TN,Tennessee,47139,Polk,33772
TN,Tennessee,47141,Putnam,39509
TN,Tennessee,47143,Rhea,34147
TN,Tennessee,47145,Roane,40980
TN,Tennessee,47147,Robertson,42104
TN,Tennessee,47149,Rutherford,41031
TN,Tennessee,47151,Scott,29758
TN,Tennessee,47153,Sequatchie,38003
TN,Tennessee,47155,Sevier,39474
TN,Tennessee,47157,Shelby,49465
TN,Tennessee,47159,Smith,37742
TN,Tennessee,47161,Stewart,39853
TN,Tennessee,47163,Sullivan,42606
TN,Tennessee,47165,Sumner,48656
TN,Tennessee,47167,Tipton,38547
TN,Tennessee,47169,Trousdale,30090
TN,Tennessee,47171,Unicoi,37423
TN,Tennessee,47173,Union,31693
TN,Tennessee,47175,Van Buren,30770
TN,Tennessee,47177,Warren,33970
TN,Tennessee,47179,Washington,43299
TN,Tennessee,47181,Wayne,28962
TN,Tennessee,47183,Weakley,37316
TN,Tennessee,47185,White,32477
TN,Tennessee,47187,Williamson,94872
TN,Tennessee,47189,Wilson,49092
TX,Texas,48001,Anderson,34242
TX,Texas,48003,Andrews,50011
TX,Texas,48005,Angelina,38897
TX,Texas,48007,Aransas,48389
TX,Texas,48009,Archer,50310
TX,Texas,48011,Armstrong,47995
TX,Texas,48013,Atascosa,36660
TX,Texas,48015,Austin,50702
TX,Texas,48017,Bailey,42507
TX,Texas,48019,Bandera,43459
TX,Texas,48021,Bastrop,36561
TX,Texas,48023,Baylor,41704
TX,Texas,48025,Bee,28457
TX,Texas,48027,Bell,42773
TX,Texas,48029,Bexar,46058
TX,Texas,48031,Blanco,51968
TX,Texas,48033,Borden,63756
TX,Texas,48035,Bosque,41592
TX,Texas,48037,Bowie,40010
TX,Texas,48039,Brazoria,47239
TX,Texas,48041,Brazos,39216
TX,Texas,48043,Brewster,45652
TX,Texas,48045,Briscoe,35243
TX,Texas,48047,Brooks,33861
TX,Texas,48049,Brown,38830
TX,Texas,48051,Burleson,42629
TX,Texas,48053,Burnet,46516
TX,Texas,48055,Caldwell,33668
TX,Texas,48057,Calhoun,38668
TX,Texas,48059,Callahan,39392
TX,Texas,48061,Cameron,28756
TX,Texas,48063,Camp,38660
TX,Texas,48065,Carson,46373
TX,Texas,48067,Cass,36905
TX,Texas,48069,Castro,42786
TX,Texas,48071,Chambers,53673
TX,Texas,48073,Cherokee,34468
TX,Texas,48075,Childress,30084
TX,Texas,48077,Clay,42335
TX,Texas,48079,Cochran,38312
TX,Texas,48081,Coke,41895
TX,Texas,48083,Coleman,40669
TX,Texas,48085,Collin,65874
TX,Texas,48087,Collingsworth,33039
TX,Texas,48089,Colorado,46821
TX,Texas,48091,Comal,58067
TX,Texas,48093,Comanche,42465
TX,Texas,48095,Concho,19801
TX,Texas,48097,Cooke,54174
TX,Texas,48099,Coryell,33996
TX,Texas,48101,Cottle,57288
TX,Texas,48103,Crane,47758
TX,Texas,48105,Crockett,41472
TX,Texas,48107,Crosby,30773
TX,Texas,48109,Culberson,54180
TX,Texas,48111,Dallam,52148
TX,Texas,48113,Dallas,58993
TX,Texas,48115,Dawson,37111
TX,Texas,48117,Deaf Smith,40470
TX,Texas,48119,Delta,34803
TX,Texas,48121,Denton,55933
TX,Texas,48123,DeWitt,54549
TX,Texas,48125,Dickens,31586
TX,Texas,48127,Dimmit,36639
TX,Texas,48129,Donley,45736
TX,Texas,48131,Duval,36418
TX,Texas,48133,Eastland,71142
TX,Texas,48135,Ector,47271
TX,Texas,48137,Edwards,35182
TX,Texas,48139,El Paso,35856
TX,Texas,48141,Ellis,44313
TX,Texas,48143,Erath,39572
TX,Texas,48145,Falls,34619
TX,Texas,48147,Fannin,37605
TX,Texas,48149,Fayette,53564
TX,Texas,48151,Fisher,46444
TX,Texas,48153,Floyd,37367
TX,Texas,48155,Foard,42954
TX,Texas,48157,Fort Bend,57540
TX,Texas,48159,Franklin,39730
TX,Texas,48161,Freestone,37066
TX,Texas,48163,Frio,27545
TX,Texas,48165,Gaines,36009
TX,Texas,48167,Galveston,51785
TX,Texas,48169,Garza,30072
TX,Texas,48171,Gillespie,60561
TX,Texas,48173,Glasscock,102145
TX,Texas,48175,Goliad,43858
TX,Texas,48177,Gonzales,43342
TX,Texas,48179,Gray,44002
TX,Texas,48181,Grayson,42195
TX,Texas,48183,Gregg,45401
TX,Texas,48185,Grimes,35450
TX,Texas,48187,Guadalupe,44809
TX,Texas,48189,Hale,32263
TX,Texas,48191,Hall,30180
TX,Texas,48193,Hamilton,60744
TX,Texas,48195,Hansford,62998
TX,Texas,48197,Hardeman,38212
TX,Texas,48199,Hardin,45982
TX,Texas,48201,Harris,56474
TX,Texas,48203,Harrison,41917
TX,Texas,48205,Hartley,62463
TX,Texas,48207,Haskell,34530
TX,Texas,48209,Hays,43719
TX,Texas,48211,Hemphill,58484
TX,Texas,48213,Henderson,39627
TX,Texas,48215,Hidalgo,26410
TX,Texas,48217,Hill,39205
TX,Texas,48219,Hockley,38975
TX,Texas,48221,Hood,50741
TX,Texas,48223,Hopkins,39120
TX,Texas,48225,Houston,38081
TX,Texas,48227,Howard,40255
TX,Texas,48229,Hudspeth,32472
TX,Texas,48231,Hunt,38029
TX,Texas,48233,Hutchinson,41550
TX,Texas,48235,Irion,68327
TX,Texas,48237,Jack,44061
TX,Texas,48239,Jackson,41770
TX,Texas,48241,Jasper,40803
TX,Texas,48243,Jeff Davis,42947
TX,Texas,48245,Jefferson,44065
TX,Texas,48247,Jim Hogg,30696
TX,Texas,48249,Jim Wells,40570
TX,Texas,48251,Johnson,41697
TX,Texas,48253,Jones,30559
TX,Texas,48255,Karnes,49593
TX,Texas,48257,Kaufman,42837
TX,Texas,48259,Kendall,84270
TX,Texas,48261,Kenedy,43561
TX,Texas,48263,Kent,54858
TX,Texas,48265,Kerr,50150
TX,Texas,48267,Kimble,43309
TX,Texas,48269,King,55661
TX,Texas,48271,Kinney,30431
TX,Texas,48273,Kleberg,38997
TX,Texas,48275,Knox,38457
TX,Texas,48277,La Salle,35809
TX,Texas,48279,Lamar,40763
TX,Texas,48281,Lamb,38247
TX,Texas,48283,Lampasas,49457
TX,Texas,48285,Lavaca,50919
TX,Texas,48287,Lee,46713
TX,Texas,48289,Leon,40388
TX,Texas,48291,Liberty,37237
TX,Texas,48293,Limestone,35771
TX,Texas,48295,Lipscomb,64757
TX,Texas,48297,Live Oak,35636
TX,Texas,48299,Llano,47476
TX,Texas,48301,Loving,56730
TX,Texas,48303,Lubbock,42569
TX,Texas,48305,Lynn,33119
TX,Texas,48307,Madison,30435
TX,Texas,48309,Marion,38063
TX,Texas,48311,Martin,56021
TX,Texas,48313,Mason,44601
TX,Texas,48315,Matagorda,40596
TX,Texas,48317,Maverick,30505
TX,Texas,48319,McCulloch,37927
TX,Texas,48321,McLennan,41254
TX,Texas,48323,McMullen,72150
TX,Texas,48325,Medina,39403
TX,Texas,48327,Menard,35311
TX,Texas,48329,Midland,124455
TX,Texas,48331,Milam,36135
TX,Texas,48333,Mills,37153
TX,Texas,48335,Mitchell,31913
TX,Texas,48337,Montague,42074
TX,Texas,48339,Montgomery,63605
TX,Texas,48341,Moore,41275
TX,Texas,48343,Morris,43421
TX,Texas,48345,Motley,28938
TX,Texas,48347,Nacogdoches,37755
TX,Texas,48349,Navarro,37922
TX,Texas,48351,Newton,33350
TX,Texas,48353,Nolan,43087
TX,Texas,48355,Nueces,44378
TX,Texas,48357,Ochiltree,57287
TX,Texas,48359,Oldham,49120
TX,Texas,48361,Orange,44938
TX,Texas,48363,Palo Pinto,39125
TX,Texas,48365,Panola,43508
TX,Texas,48367,Parker,53289
TX,Texas,48369,Parmer,44981
TX,Texas,48371,Pecos,36584
TX,Texas,48373,Polk,39438
TX,Texas,48375,Potter,43945
TX,Texas,48377,Presidio,42848
TX,Texas,48379,Rains,33602
TX,Texas,48381,Randall,47966
TX,Texas,48383,Reagan,48253
TX,Texas,48385,Real,34687
TX,Texas,48387,Red River,40648
TX,Texas,48389,Reeves,39418
